Id,SalePrice
1461,124207.836
1462,142230.31
1463,170844.75
1464,186065.66
1465,193407.19
1466,171484.47
1467,174280.67
1468,160435.19
1469,188158.25
1470,119477.305
1471,196186.69
1472,93172.09
1473,94590.62
1474,150683.72
1475,122799.18
1476,364533.8
1477,221587.06
1478,277383.25
1479,253783.48
1480,479140.47
1481,323702.47
1482,196755.9
1483,147242.83
1484,159555.55
1485,163456.16
1486,192420.53
1487,349114.4
1488,230223.0
1489,198049.42
1490,199436.44
1491,190240.08
1492,90947.65
1493,168570.38
1494,318195.3
1495,315751.0
1496,230761.33
1497,185890.06
1498,157479.8
1499,155115.2
1500,136130.88
1501,176346.14
1502,138036.02
1503,260047.94
1504,243333.3
1505,228224.52
1506,184076.38
1507,256227.8
1508,188940.61
1509,166787.7
1510,144537.22
1511,141787.19
1512,170324.17
1513,139287.38
1514,155243.81
1515,210708.14
1516,148190.62
1517,159293.58
1518,137070.92
1519,220881.53
1520,132572.72
1521,134819.9
1522,177880.48
1523,110185.805
1524,125319.97
1525,127135.39
1526,111160.625
1527,105534.73
1528,131987.88
1529,149222.64
1530,169989.89
1531,101069.76
1532,102873.37
1533,145820.27
1534,124517.15
1535,150553.44
1536,107920.33
1537,78944.08
1538,144488.3
1539,196436.05
1540,84111.38
1541,137273.95
1542,135790.39
1543,222716.48
1544,77823.41
1545,105469.83
1546,129910.62
1547,129962.664
1548,132803.02
1549,114234.484
1550,142810.12
1551,119955.68
1552,128639.3
1553,146051.16
1554,113873.48
1555,152543.12
1556,77990.945
1557,107327.695
1558,87442.9
1559,74037.08
1560,135015.73
1561,135876.02
1562,131126.7
1563,122588.21
1564,137007.53
1565,151833.11
1566,217180.19
1567,74768.27
1568,224617.67
1569,120615.4
1570,131682.86
1571,127016.51
1572,147678.36
1573,220936.52
1574,118989.375
1575,203498.8
1576,205171.73
1577,181199.55
1578,136593.19
1579,147818.84
1580,194819.11
1581,135859.3
1582,129199.94
1583,337880.9
1584,215758.03
1585,140757.45
1586,73966.08
1587,96269.6
1588,144757.39
1589,94575.46
1590,135705.33
1591,96430.77
1592,115767.26
1593,133210.19
1594,120650.71
1595,103022.89
1596,245965.06
1597,179836.42
1598,201338.11
1599,180991.44
1600,181908.39
1601,69125.15
1602,107999.3
1603,75986.85
1604,255077.75
1605,247785.47
1606,173603.53
1607,172300.34
1608,205681.5
1609,180212.25
1610,140946.73
1611,133460.56
1612,158678.61
1613,156359.81
1614,122810.66
1615,87397.71
1616,74650.21
1617,93023.64
1618,127282.79
1619,136721.69
1620,166361.8
1621,140741.36
1622,133914.58
1623,273948.56
1624,189234.9
1625,119420.125
1626,163728.1
1627,183008.11
1628,262381.12
1629,183069.2
1630,335965.22
1631,215131.97
1632,237254.4
1633,164723.08
1634,179636.73
1635,180106.06
1636,155110.47
1637,199601.03
1638,189655.14
1639,183840.94
1640,248826.92
1641,180977.8
1642,215732.31
1643,233111.47
1644,227367.28
1645,188780.86
1646,156476.77
1647,168214.66
1648,130770.164
1649,133413.73
1650,113059.84
1651,124881.65
1652,96913.31
1653,93363.59
1654,154142.08
1655,155056.64
1656,142519.11
1657,156250.56
1658,140381.03
1659,129569.49
1660,151051.77
1661,436050.66
1662,415562.56
1663,403035.62
1664,229359.12
1665,285676.78
1666,287152.06
1667,358369.22
1668,322105.78
1669,290751.16
1670,349162.7
1671,237914.42
1672,421549.12
1673,306107.3
1674,241913.3
1675,171263.34
1676,173754.92
1677,205712.1
1678,459947.22
1679,364529.62
1680,325546.7
1681,243887.16
1682,274947.1
1683,173801.66
1684,169172.53
1685,165226.08
1686,159631.48
1687,162208.42
1688,191595.78
1689,195556.8
1690,191076.47
1691,176641.36
1692,266493.97
1693,158858.64
1694,184651.48
1695,165521.0
1696,303219.84
1697,171105.97
1698,364716.34
1699,326586.84
1700,234490.31
1701,281877.72
1702,236718.31
1703,243565.92
1704,284866.06
1705,215718.52
1706,388352.97
1707,203533.92
1708,193057.8
1709,256401.83
1710,214138.81
1711,237929.4
1712,264190.47
1713,264936.53
1714,224026.38
1715,204728.25
1716,182251.17
1717,177561.0
1718,145111.92
1719,197466.66
1720,249400.9
1721,159842.17
1722,121879.34
1723,148139.77
1724,202428.98
1725,234718.52
1726,179413.31
1727,150356.72
1728,175941.12
1729,166176.11
1730,161947.66
1731,124202.51
1732,134494.11
1733,117918.58
1734,117345.1
1735,129039.0
1736,114021.805
1737,331566.3
1738,218669.08
1739,241435.05
1740,188679.53
1741,184778.14
1742,176346.14
1743,180586.95
1744,277679.7
1745,201277.62
1746,187050.06
1747,221073.72
1748,222882.02
1749,146107.72
1750,127064.37
1751,234825.1
1752,120482.38
1753,147601.9
1754,198087.2
1755,150331.2
1756,129974.44
1757,124626.92
1758,140121.14
1759,152743.42
1760,163821.03
1761,144748.14
1762,174074.86
1763,179930.44
1764,116461.56
1765,135544.42
1766,183601.08
1767,204002.64
1768,141756.22
1769,172638.36
1770,143732.55
1771,125947.31
1772,131178.23
1773,137919.56
1774,141885.92
1775,140519.39
1776,112333.1
1777,112728.78
1778,136452.31
1779,110523.84
1780,186663.0
1781,128766.46
1782,98733.66
1783,135341.25
1784,101916.09
1785,118623.07
1786,149766.53
1787,161136.86
1788,53348.42
1789,98414.23
1790,87461.25
1791,175647.4
1792,155370.73
1793,131274.6
1794,149819.67
1795,138106.47
1796,123844.01
1797,109129.266
1798,121254.1
1799,111813.98
1800,123879.33
1801,119054.305
1802,140178.61
1803,151719.19
1804,140223.0
1805,140711.02
1806,115221.6
1807,131548.94
1808,118407.53
1809,117618.03
1810,146483.86
1811,92804.95
1812,90352.87
1813,121457.68
1814,97193.484
1815,57676.027
1816,94325.32
1817,106749.01
1818,128946.12
1819,121289.84
1820,52679.65
1821,115135.81
1822,147523.53
1823,42126.8
1824,130597.055
1825,127501.96
1826,98661.84
1827,105509.57
1828,141395.86
1829,115895.51
1830,138585.27
1831,154294.6
1832,80589.445
1833,143053.45
1834,121278.625
1835,136604.27
1836,130165.22
1837,87692.59
1838,126032.38
1839,86428.69
1840,158489.4
1841,142070.06
1842,75913.26
1843,133204.86
1844,129926.35
1845,129845.96
1846,142779.36
1847,158238.7
1848,53714.973
1849,101925.33
1850,123501.38
1851,160274.92
1852,133686.81
1853,127535.28
1854,179753.95
1855,133732.2
1856,225158.78
1857,173117.95
1858,135530.47
1859,123335.42
1860,151078.7
1861,123335.42
1862,308480.47
1863,304929.03
1864,304929.03
1865,312408.28
1866,322174.9
1867,234201.56
1868,297201.1
1869,197491.14
1870,235933.77
1871,238694.86
1872,163130.22
1873,217803.06
1874,143931.3
1875,184266.23
1876,184823.08
1877,212980.16
1878,212047.27
1879,118884.234
1880,131768.9
1881,226331.23
1882,259687.34
1883,190241.16
1884,200080.53
1885,238024.05
1886,277278.25
1887,204327.61
1888,283962.03
1889,154406.47
1890,116095.07
1891,127002.09
1892,107634.17
1893,119031.94
1894,130176.766
1895,143578.83
1896,129903.93
1897,113914.53
1898,109808.89
1899,153003.81
1900,152787.72
1901,162385.48
1902,129358.24
1903,213248.84
1904,142884.92
1905,183774.33
1906,142655.36
1907,192789.0
1908,114477.8
1909,132263.2
1910,116981.516
1911,220420.69
1912,309916.8
1913,158000.3
1914,51350.297
1915,286446.66
1916,60425.86
1917,274905.4
1918,141109.2
1919,161084.31
1920,145137.25
1921,403082.12
1922,291604.78
1923,205544.44
1924,195240.75
1925,197343.34
1926,389953.62
1927,125741.49
1928,145215.33
1929,125156.82
1930,129276.48
1931,142860.53
1932,138445.89
1933,180403.97
1934,180040.64
1935,170480.5
1936,181417.75
1937,169790.77
1938,151702.4
1939,226187.73
1940,190637.45
1941,172758.9
1942,167242.6
1943,195006.84
1944,347090.03
1945,339472.56
1946,124849.375
1947,299744.7
1948,157196.66
1949,217274.03
1950,187597.25
1951,267635.5
1952,196978.02
1953,151112.86
1954,181238.08
1955,137730.69
1956,289174.94
1957,153092.84
1958,325829.62
1959,141432.94
1960,114564.18
1961,121508.89
1962,95869.96
1963,101382.63
1964,110121.305
1965,140488.17
1966,148468.45
1967,243437.52
1968,407221.8
1969,384214.53
1970,433244.8
1971,417706.56
1972,386663.72
1973,240516.48
1974,318140.38
1975,262008.55
1976,281369.03
1977,337758.16
1978,331989.7
1979,334022.5
1980,171570.03
1981,334114.25
1982,215156.19
1983,196789.5
1984,167668.19
1985,216875.11
1986,221810.55
1987,171801.7
1988,174718.67
1989,189751.94
1990,211297.94
1991,212331.8
1992,203023.69
1993,162276.81
1994,232076.02
1995,189126.48
1996,250624.05
1997,311236.03
1998,337224.2
1999,250816.05
2000,316541.25
2001,251888.98
2002,219230.97
2003,259521.22
2004,254055.67
2005,211719.72
2006,213575.7
2007,246340.67
2008,207496.42
2009,181715.06
2010,182869.94
2011,132395.33
2012,174037.67
2013,180727.02
2014,178745.03
2015,189289.42
2016,184243.05
2017,193904.36
2018,119826.48
2019,135798.55
2020,109434.63
2021,113522.484
2022,168673.28
2023,142881.11
2024,231111.72
2025,351137.88
2026,172475.44
2027,140589.89
2028,150675.1
2029,170561.81
2030,277612.97
2031,235272.06
2032,252361.45
2033,282158.53
2034,167225.69
2035,209260.5
2036,200417.22
2037,202471.08
2038,313119.38
2039,234874.14
2040,272448.9
2041,267626.03
2042,198462.73
2043,167448.95
2044,173848.23
2045,205385.12
2046,143612.11
2047,147118.75
2048,140026.56
2049,141336.53
2050,171779.6
2051,111470.4
2052,131597.5
2053,144817.03
2054,70380.84
2055,164660.58
2056,134688.81
2057,115750.26
2058,228385.86
2059,130449.8
2060,164881.19
2061,170805.17
2062,133305.12
2063,107584.09
2064,142622.03
2065,112361.27
2066,147524.94
2067,117619.484
2068,142810.27
2069,84282.09
2070,113331.99
2071,91649.07
2072,126089.49
2073,139330.16
2074,194978.02
2075,137030.14
2076,128242.43
2077,147974.7
2078,128133.99
2079,127407.27
2080,120315.89
2081,130026.63
2082,129496.86
2083,151787.5
2084,114375.11
2085,119075.31
2086,107276.63
2087,118929.93
2088,100142.93
2089,76719.96
2090,127452.97
2091,109049.266
2092,119776.664
2093,119930.63
2094,123670.51
2095,146600.4
2096,77981.055
2097,93298.266
2098,152994.9
2099,53638.086
2100,73575.62
2101,126727.57
2102,119028.65
2103,104249.22
2104,133042.73
2105,121428.375
2106,70925.27
2107,222173.62
2108,117902.945
2109,109702.66
2110,129326.17
2111,139573.27
2112,138631.27
2113,116862.2
2114,109618.57
2115,155464.27
2116,128684.21
2117,154267.08
2118,123073.64
2119,103450.086
2120,116955.86
2121,78297.54
2122,101907.93
2123,83887.24
2124,171540.4
2125,139428.39
2126,147571.38
2127,166438.28
2128,125300.016
2129,101607.39
2130,145611.67
2131,155541.38
2132,122283.805
2133,123137.27
2134,119736.01
2135,101255.96
2136,72504.12
2137,110067.234
2138,130732.13
2139,140879.53
2140,140061.95
2141,139069.03
2142,125181.3
2143,144266.34
2144,107534.24
2145,133753.5
2146,148636.05
2147,134315.67
2148,126529.16
2149,147572.22
2150,209192.66
2151,95672.86
2152,160080.61
2153,163712.8
2154,104947.99
2155,140847.7
2156,257787.36
2157,231991.27
2158,232230.55
2159,202874.08
2160,170546.53
2161,237324.11
2162,354692.66
2163,328844.28
2164,260240.7
2165,184708.73
2166,153069.64
2167,222726.47
2168,178906.36
2169,194821.33
2170,202157.73
2171,136342.92
2172,137921.14
2173,148860.61
2174,232853.72
2175,344981.97
2176,284623.03
2177,250537.78
2178,214849.03
2179,140757.45
2180,222772.58
2181,186080.2
2182,208201.89
2183,175937.1
2184,129733.33
2185,102016.26
2186,146517.67
2187,151568.8
2188,154689.61
2189,238997.34
2190,83685.0
2191,85708.43
2192,93104.766
2193,104566.76
2194,103705.23
2195,109035.43
2196,97227.13
2197,112806.64
2198,158515.7
2199,172631.11
2200,139582.72
2201,132827.34
2202,206395.16
2203,132504.97
2204,184253.94
2205,111236.66
2206,137396.94
2207,221450.38
2208,247684.34
2209,221418.28
2210,120416.56
2211,120287.78
2212,117986.74
2213,106833.84
2214,133421.12
2215,103287.33
2216,161043.61
2217,83973.69
2218,70230.86
2219,61906.977
2220,52898.945
2221,278263.97
2222,248268.72
2223,277040.1
2224,210066.89
2225,120201.55
2226,191452.22
2227,210348.95
2228,242184.98
2229,230883.27
2230,146273.34
2231,189952.9
2232,168287.34
2233,156404.11
2234,237235.62
2235,206877.58
2236,257747.55
2237,331669.75
2238,196885.8
2239,108408.555
2240,156871.97
2241,142206.03
2242,129795.82
2243,124458.14
2244,101105.81
2245,102017.914
2246,132874.22
2247,106415.71
2248,128792.5
2249,127377.75
2250,127423.68
2251,95850.76
2252,177687.38
2253,147856.77
2254,176304.44
2255,186613.7
2256,190111.12
2257,209244.94
2258,176154.69
2259,173118.62
2260,151082.73
2261,188583.64
2262,201609.03
2263,346535.38
2264,407987.97
2265,152273.64
2266,301243.75
2267,340667.34
2268,426454.78
2269,151278.81
2270,181294.44
2271,214026.52
2272,195327.55
2273,164116.27
2274,170012.9
2275,153590.5
2276,190653.62
2277,182349.92
2278,144766.08
2279,124380.07
2280,114313.93
2281,159250.89
2282,176710.61
2283,102502.21
2284,106803.484
2285,143463.86
2286,126013.516
2287,321260.6
2288,252534.08
2289,358626.3
2290,434686.72
2291,320058.2
2292,414525.5
2293,451825.97
2294,416111.4
2295,415989.2
2296,288989.7
2297,273971.56
2298,281738.5
2299,394339.25
2300,336201.44
2301,252479.66
2302,231218.86
2303,232838.4
2304,235966.4
2305,170948.58
2306,168583.55
2307,171889.72
2308,220280.53
2309,273381.44
2310,201651.9
2311,189922.66
2312,165822.61
2313,167680.02
2314,163273.72
2315,174115.2
2316,181678.33
2317,156840.56
2318,172057.48
2319,171439.34
2320,183169.44
2321,232513.33
2322,166611.23
2323,169901.39
2324,167812.8
2325,203936.9
2326,160744.1
2327,209365.1
2328,222121.94
2329,184300.33
2330,173645.25
2331,357129.03
2332,370437.2
2333,322878.38
2334,253499.02
2335,264779.4
2336,333867.72
2337,191511.58
2338,289403.66
2339,197893.66
2340,388768.38
2341,210278.16
2342,230211.14
2343,217241.92
2344,186688.64
2345,240769.86
2346,204079.12
2347,190213.77
2348,226289.36
2349,171892.0
2350,251084.81
2351,250029.84
2352,246597.34
2353,231228.78
2354,135588.52
2355,147335.55
2356,147876.94
2357,190550.56
2358,185205.27
2359,129433.27
2360,117350.805
2361,143960.69
2362,284111.56
2363,135096.88
2364,143644.7
2365,217811.78
2366,193999.25
2367,223996.03
2368,190726.19
2369,221332.56
2370,172193.25
2371,166320.88
2372,189450.88
2373,272397.72
2374,311058.28
2375,263088.72
2376,276543.06
2377,359371.66
2378,134199.16
2379,190854.83
2380,141565.6
2381,157521.7
2382,211547.16
2383,205991.66
2384,252185.83
2385,163225.92
2386,135982.17
2387,134596.62
2388,98084.22
2389,131914.02
2390,135789.48
2391,145232.1
2392,117722.164
2393,173310.73
2394,138533.86
2395,205670.31
2396,139391.03
2397,210073.31
2398,125756.6
2399,55794.84
2400,48562.758
2401,108488.4
2402,137947.72
2403,144023.3
2404,144939.86
2405,159261.83
2406,140790.08
2407,127193.12
2408,143735.56
2409,124157.03
2410,172167.8
2411,122067.78
2412,144117.97
2413,133577.97
2414,142201.02
2415,138675.95
2416,130612.125
2417,130529.195
2418,128908.375
2419,133543.58
2420,125821.26
2421,157168.33
2422,105287.125
2423,108483.33
2424,155332.38
2425,180029.81
2426,133703.0
2427,124960.51
2428,179093.8
2429,116762.39
2430,133096.67
2431,96889.47
2432,143627.86
2433,145890.78
2434,137115.38
2435,147923.34
2436,102019.76
2437,109955.6
2438,127941.19
2439,108521.82
2440,122927.71
2441,97487.016
2442,102979.67
2443,118750.3
2444,127449.69
2445,78256.26
2446,126879.09
2447,174666.36
2448,133735.14
2449,111985.25
2450,143026.16
2451,123696.58
2452,207446.95
2453,91837.97
2454,117374.65
2455,122077.68
2456,125426.02
2457,133235.1
2458,122955.03
2459,106552.4
2460,130978.6
2461,117175.01
2462,133911.64
2463,123701.65
2464,166279.95
2465,134815.66
2466,115160.086
2467,136131.0
2468,80922.15
2469,73998.32
2470,192531.58
2471,211796.47
2472,175204.39
2473,120659.0
2474,76622.055
2475,213578.56
2476,114828.56
2477,128131.43
2478,151012.73
2479,87033.07
2480,146192.73
2481,116054.99
2482,128787.336
2483,113118.516
2484,123173.914
2485,124805.086
2486,145398.81
2487,187262.98
2488,157118.42
2489,154700.22
2490,138377.78
2491,90527.18
2492,183845.31
2493,136093.36
2494,150896.55
2495,80387.11
2496,251743.69
2497,150134.77
2498,115009.06
2499,93164.9
2500,129667.64
2501,132431.56
2502,148845.42
2503,91193.79
2504,164860.75
2505,219853.22
2506,242034.9
2507,258893.08
2508,244319.92
2509,200764.42
2510,222681.45
2511,174597.42
2512,194610.75
2513,209585.44
2514,228787.84
2515,139255.23
2516,161509.33
2517,142022.52
2518,141609.61
2519,214577.52
2520,198349.2
2521,190211.6
2522,217968.05
2523,125361.69
2524,137808.47
2525,150748.97
